0	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	0	0.000000	0.196798	-0.732007	0.000000	0.000000	27.816375	7.478357	0.000000	0.000000	0.000000	0.000000	0.000000
2	0	0.000000	0.642814	-1.869836	0.000000	0.000000	18.167728	6.245721	0.000000	0.000000	0.000000	0.000000	0.000000
3	0	0.000000	-0.700334	-1.072018	0.000000	0.000000	19.614084	-12.813595	0.000000	0.000000	0.000000	0.000000	0.000000
4	0	0.000000	-0.469697	0.948191	0.000000	0.000000	-22.761758	-11.275277	0.000000	0.000000	0.000000	0.000000	0.000000
5	0	0.000000	-1.435018	1.658968	0.000000	0.000000	-13.830773	-11.963701	0.000000	0.000000	0.000000	0.000000	0.000000
6	0	0.000000	1.261185	-0.954381	0.000000	0.000000	12.862245	16.997069	0.000000	0.000000	0.000000	0.000000	0.000000
7	0	0.000000	-0.280639	-0.386777	0.000000	0.000000	26.308528	-19.089020	0.000000	0.000000	0.000000	0.000000	0.000000
8	0	0.000000	1.300302	-0.367164	0.000000	0.000000	6.218016	22.020940	0.000000	0.000000	0.000000	0.000000	0.000000
9	0	0.000000	0.455175	0.714262	0.000000	0.000000	-23.359560	14.886267	0.000000	0.000000	0.000000	0.000000	0.000000
10	0	0.000000	-1.915327	-0.102389	0.000000	0.000000	1.040335	-19.460823	0.000000	0.000000	0.000000	0.000000	0.000000
11	0	0.000000	-0.498889	-0.231703	0.000000	0.000000	13.306725	-28.651171	0.000000	0.000000	0.000000	0.000000	0.000000
12	0	0.000000	0.511609	-1.663010	0.000000	0.000000	19.495968	5.997743	0.000000	0.000000	0.000000	0.000000	0.000000
13	0	0.000000	-0.958482	0.856862	0.000000	0.000000	-15.587380	-17.435986	0.000000	0.000000	0.000000	0.000000	0.000000
14	0	0.000000	-0.205098	-1.170814	0.000000	0.000000	23.831295	-4.174658	0.000000	0.000000	0.000000	0.000000	0.000000
15	0	0.000000	-0.749033	1.200195	0.000000	0.000000	-19.018419	-11.869263	0.000000	0.000000	0.000000	0.000000	0.000000
16	0	0.000000	0.939796	-0.682802	0.000000	0.000000	14.360656	19.765747	0.000000	0.000000	0.000000	0.000000	0.000000
17	0	0.000000	0.672017	-1.851983	0.000000	0.000000	18.089897	6.564168	0.000000	0.000000	0.000000	0.000000	0.000000
18	0	0.000000	0.062637	-1.383645	0.000000	0.000000	22.608361	1.023476	0.000000	0.000000	0.000000	0.000000	0.000000
19	0	0.000000	0.521472	0.518206	0.000000	0.000000	-20.511827	20.641114	0.000000	0.000000	0.000000	0.000000	0.000000
20	0	0.000000	-1.937019	-0.947427	0.000000	0.000000	8.100743	-16.562004	0.000000	0.000000	0.000000	0.000000	0.000000
21	0	0.000000	-0.310979	-0.126528	0.000000	0.000000	12.645218	-31.079155	0.000000	0.000000	0.000000	0.000000	0.000000
22	0	0.000000	-0.623376	1.175566	0.000000	0.000000	-20.352758	-10.792609	0.000000	0.000000	0.000000	0.000000	0.000000
23	0	0.000000	0.960761	0.678848	0.000000	0.000000	-14.023299	19.846919	0.000000	0.000000	0.000000	0.000000	0.000000
24	0	0.000000	-1.154281	0.248890	0.000000	0.000000	-5.114028	-23.717439	0.000000	0.000000	0.000000	0.000000	0.000000
25	0	0.000000	0.662479	-0.240390	0.000000	0.000000	10.062538	27.730897	0.000000	0.000000	0.000000	0.000000	0.000000
26	0	0.000000	-0.532997	-0.645108	0.000000	0.000000	21.448150	-17.720766	0.000000	0.000000	0.000000	0.000000	0.000000
27	0	0.000000	-1.171185	-0.051545	0.000000	0.000000	1.070060	-24.313646	0.000000	0.000000	0.000000	0.000000	0.000000
28	0	0.000000	-0.136962	-1.292688	0.000000	0.000000	23.145323	-2.452278	0.000000	0.000000	0.000000	0.000000	0.000000
29	0	0.000000	-1.999972	0.448366	0.000000	0.000000	-4.131702	-18.429771	0.000000	0.000000	0.000000	0.000000	0.000000
30	0	0.000000	-0.685725	1.694504	0.000000	0.000000	-18.477824	-7.477533	0.000000	0.000000	0.000000	0.000000	0.000000
31	0	0.000000	0.728385	1.290147	0.000000	0.000000	-19.121018	10.795255	0.000000	0.000000	0.000000	0.000000	0.000000
32	0	0.000000	1.486100	0.718793	0.000000	0.000000	-9.100307	18.814831	0.000000	0.000000	0.000000	0.000000	0.000000
33	0	0.000000	1.288344	-0.198249	0.000000	0.000000	3.535578	22.976350	0.000000	0.000000	0.000000	0.000000	0.000000
34	0	0.000000	-0.164284	-0.187528	0.000000	0.000000	24.719355	-21.655406	0.000000	0.000000	0.000000	0.000000	0.000000
35	0	0.000000	0.386376	-0.491702	0.000000	0.000000	24.038036	18.888910	0.000000	0.000000	0.000000	0.000000	0.000000
36	0	0.000000	0.435590	0.689248	0.000000	0.000000	-23.739658	15.002950	0.000000	0.000000	0.000000	0.000000	0.000000
37	0	0.000000	-1.385304	-1.125645	0.000000	0.000000	12.711078	-15.643209	0.000000	0.000000	0.000000	0.000000	0.000000
38	0	0.000000	-1.675658	0.522423	0.000000	0.000000	-6.046567	-19.394215	0.000000	0.000000	0.000000	0.000000	0.000000
39	0	0.000000	0.812866	0.275456	0.000000	0.000000	-8.846825	26.106806	0.000000	0.000000	0.000000	0.000000	0.000000
40	0	0.000000	-0.236709	-0.258178	0.000000	0.000000	24.716757	-22.661436	0.000000	0.000000	0.000000	0.000000	0.000000
41	0	0.000000	0.818146	-1.318301	0.000000	0.000000	18.270283	11.338653	0.000000	0.000000	0.000000	0.000000	0.000000
42	0	0.000000	-0.809562	0.168713	0.000000	0.000000	-5.700496	-27.353507	0.000000	0.000000	0.000000	0.000000	0.000000
43	0	0.000000	0.568186	2.218726	0.000000	0.000000	-17.353212	4.443927	0.000000	0.000000	0.000000	0.000000	0.000000
44	0	0.000000	0.363853	0.704228	0.000000	0.000000	-25.199677	13.019894	0.000000	0.000000	0.000000	0.000000	0.000000
45	0	0.000000	0.044734	-0.146063	0.000000	0.000000	27.923442	8.551977	0.000000	0.000000	0.000000	0.000000	0.000000
